ShipAvg,customer_zip_code_prefix
Slow,4715
Slow,4716
Standard,4717
Slow,4718
Standard,4719
Standard,4720
Standard,4721
Standard,4722
Priority,4723
Standard,4724
Standard,4726
Standard,4727
Standard,4728
Standard,4729
Standard,4730
Slow,4733
Slow,4734
Standard,4735
Standard,4736
Slow,4738
Standard,4739
Slow,4740
Slow,4741
Slow,4742
Priority,4743
Slow,4744
Standard,4745
Slow,4746
Standard,4747
Slow,4750
Slow,4751
Slow,4752
Standard,4753
Standard,4754
Slow,4755
Slow,4756
Standard,4757
Slow,4760
Slow,4761
Standard,4762
Standard,4763
Standard,4764
Slow,4766
"Very slow",4768
Standard,4770
Slow,4772
Slow,4773
Standard,4774
Slow,4775
Standard,4776
Standard,4777
Standard,4781
Standard,4782
Priority,4783
Standard,4784
Standard,4785
Standard,4787
Slow,4788
Slow,4789
Slow,4794
Standard,4795
Standard,4802
Slow,4803
Standard,4805
Priority,4806
Standard,4807
Slow,4809
Standard,4810
Slow,4811
Standard,4812
Slow,4813
Slow,4814
Standard,4815
Standard,4816
"Very slow",4820
Slow,4821
Slow,4822
Slow,4823
Slow,4824
Slow,4826
Slow,4827
Slow,4828
Slow,4829
Slow,4830
Slow,4831
"Very slow",4832
Slow,4833
Slow,4835
"Very slow",4836
Standard,4837
Slow,4840
"Very slow",4841
Slow,4842
Slow,4843
Slow,4844
Slow,4845
Slow,4846
Slow,4847
"Very slow",4848
Slow,4849
Slow,4850
Slow,4851
"Very slow",4852
Slow,4853
Slow,4854
Slow,4855
Slow,4856
Slow,4857
Slow,4858
Slow,4859
Standard,4860
Slow,4862
Slow,4863
Slow,4864
"Very slow",4865
Slow,4866
Standard,4870
Priority,4875
Standard,4877
Slow,4880
Slow,4881
Priority,4882
Standard,4883
Slow,4884
Slow,4888
Slow,4890
Standard,4891
Standard,4892
Standard,4893
"Very slow",4894
Slow,4895
Standard,4896
Standard,4902
Slow,4904
Standard,4905
Slow,4909
Standard,4910
Slow,4911
Standard,4912
Slow,4913
Slow,4914
Slow,4915
Standard,4916
Standard,4917
Slow,4918
Standard,4920
Standard,4921
Standard,4922
Slow,4923
Standard,4925
Standard,4926
Slow,4929
Priority,4930
Standard,4931
Slow,4932
Slow,4935
"Very slow",4937
Standard,4938
Slow,4939
Slow,4940
Slow,4941
Slow,4942
"Very slow",4944
"Very slow",4945
Slow,4948
Slow,4949
Standard,4950
Standard,4951
Slow,4960
"Very slow",4961
Slow,4962
Slow,4963
Slow,4965
Priority,4966
Standard,5001
Standard,5002
Standard,5003
Standard,5004
Slow,5005
Standard,5006
Slow,5007
Slow,5008
Slow,5009
Standard,5010
Standard,5011
Standard,5012
Standard,5013
Standard,5014
Slow,5015
Slow,5016
Standard,5017
Standard,5018
Standard,5019
Standard,5020
Slow,5021
Standard,5022
Standard,5023
Slow,5024
Standard,5025
Slow,5026
Standard,5027
Standard,5028
Slow,5029
Slow,5030
Standard,5033
Priority,5034
Standard,5036
Standard,5037
Standard,5038
Standard,5041
Slow,5042
Standard,5043
Standard,5044
Slow,5045
Slow,5046
Standard,5047
Slow,5048
Standard,5049
Slow,5050
Slow,5051
Slow,5054
Standard,5055
Standard,5056
Priority,5057
Slow,5058
Standard,5059
Standard,5060
Standard,5061
Slow,5065
Priority,5068
Slow,5069
Priority,5072
Slow,5073
Slow,5074
Standard,5075
Standard,5076
Standard,5077
Standard,5080
Standard,5081
Standard,5083
Standard,5084
Slow,5085
Standard,5086
Standard,5087
Slow,5088
Slow,5089
Standard,5092
Standard,5093
"Very slow",5095
Slow,5101
Slow,5102
Standard,5103
Priority,5104
Slow,5105
Slow,5106
Standard,5107
Slow,5108
Standard,5109
Priority,5110
Standard,5114
Standard,5115
Slow,5116
Slow,5117
Slow,5119
Standard,5120
Slow,5121
Standard,5122
Standard,5123
Standard,5124
Standard,5125
Standard,5126
Slow,5127
Standard,5128
Priority,5131
Slow,5132
Standard,5133
Slow,5134
Slow,5135
Standard,5136
Slow,5138
Priority,5140
Slow,5141
Standard,5143
Priority,5144
Slow,5145
Standard,5154
Standard,5158
Slow,5159
Slow,5160
Slow,5161
Standard,5162
Standard,5164
Slow,5165
Standard,5170
Slow,5171
Slow,5172
Slow,5174
Slow,5175
Slow,5176
Standard,5177
Standard,5180
Standard,5181
Standard,5182
Standard,5183
Standard,5184
Slow,5185
Slow,5186
Slow,5187
Slow,5201
Slow,5202
Slow,5203
Slow,5204
"Very slow",5205
Slow,5206
Standard,5207
Slow,5208
Slow,5209
Slow,5210
Slow,5211
"Very slow",5212
Priority,5215
Slow,5223
Standard,5240
Standard,5263
Slow,5265
Slow,5266
Slow,5267
Slow,5268
Slow,5269
Standard,5270
Standard,5271
Slow,5272
Standard,5273
Slow,5280
Standard,5282
Standard,5283
Standard,5302
Standard,5303
"Very slow",5304
Standard,5305
Standard,5307
Slow,5311
Standard,5314
Slow,5315
Standard,5316
Slow,5318
Standard,5319
Slow,5322
Standard,5323
Priority,5327
Standard,5328
Slow,5329
Standard,5330
Standard,5331
Standard,5332
Standard,5333
Standard,5334
Slow,5335
Priority,5337
Standard,5338
Priority,5339
Standard,5340
Slow,5343
Slow,5344
Slow,5345
Standard,5346
Slow,5347
Slow,5348
Slow,5350
Slow,5351
Slow,5352
Slow,5353
Standard,5356
Slow,5358
Standard,5359
Standard,5360
Slow,5361
Standard,5362
Slow,5363
Slow,5364
Standard,5365
Standard,5366
Slow,5367
Standard,5368
Slow,5372
Standard,5374
Slow,5376
Slow,5379
Standard,5382
Standard,5386
Standard,5387
Slow,5388
Standard,5396
Standard,5397
Standard,5398
Standard,5399
Standard,5401
"Very slow",5402
Standard,5403
Standard,5404
Slow,5405
Standard,5406
Slow,5407
Slow,5408
Slow,5409
Standard,5410
Standard,5411
Slow,5412
Standard,5413
Slow,5414
Slow,5415
Slow,5416
Standard,5417
Slow,5418
Slow,5419
Standard,5420
Standard,5421
Standard,5422
Slow,5423
Standard,5424
Slow,5425
Slow,5427
Slow,5428
Standard,5429
Slow,5432
Standard,5433
Slow,5434
Slow,5435
Slow,5436
Standard,5438
Standard,5439
Slow,5440
Priority,5441
Slow,5442
Slow,5443
Slow,5444
Slow,5445
"Very slow",5446
Slow,5447
Standard,5448
"Very slow",5449
Standard,5450
Slow,5451
Standard,5452
Standard,5453
Slow,5454
Standard,5455
Standard,5459
Priority,5460
Priority,5462
Slow,5463
Standard,5465
Standard,5466
Standard,5468
Standard,5469
"Very slow",5470
Standard,5477
Slow,5501
Slow,5502
Standard,5503
Slow,5508
Slow,5509
Slow,5510
Standard,5511
Slow,5512
Slow,5514
Standard,5515
Standard,5516
Priority,5518
Standard,5519
Standard,5520
Slow,5521
Slow,5522
Slow,5523
Slow,5524
Standard,5525
Standard,5527
Slow,5528
Standard,5529
Slow,5531
Standard,5533
Slow,5535
Standard,5536
Slow,5537
Slow,5538
Slow,5539
Standard,5540
Standard,5541
Slow,5542
Slow,5543
Standard,5544
Standard,5545
Slow,5546
Standard,5547
Standard,5549
Slow,5550
Slow,5551
Priority,5560
Slow,5564
"Very slow",5565
Slow,5567
Standard,5568
Priority,5569
Slow,5570
Standard,5571
Slow,5572
Slow,5573
Standard,5574
Priority,5576
Slow,5577
Slow,5579
Slow,5580
Priority,5581
Slow,5582
Standard,5583
Standard,5584
Standard,5586
Standard,5587
Standard,5588
Standard,5589
Standard,5590
Priority,5591
Standard,5592
Slow,5593
Slow,5594
Slow,5595
Slow,5596
Priority,5601
Slow,5606
"Very slow",5609
Slow,5611
Slow,5612
"Very slow",5613
Standard,5614
Standard,5615
Standard,5616
Standard,5617
Slow,5618
Slow,5619
Priority,5621
"Very slow",5622
Standard,5623
Standard,5624
Standard,5625
Slow,5626
Standard,5627
Standard,5628
"Very slow",5629
Standard,5630
Standard,5632
Slow,5633
Slow,5634
Standard,5635
Standard,5638
Slow,5639
Standard,5640
Slow,5641
Slow,5642
Standard,5650
Slow,5652
Slow,5653
"Very slow",5655
Slow,5656
Standard,5657
Standard,5658
Standard,5659
Slow,5661
Standard,5662
Slow,5663
Standard,5664
Slow,5665
Priority,5673
Priority,5675
Slow,5676
Standard,5678
Slow,5679
Standard,5683
Slow,5684
Slow,5685
Slow,5686
Slow,5687
Standard,5688
Standard,5690
Priority,5692
Standard,5704
Slow,5705
Slow,5706
Slow,5707
Slow,5709
Slow,5710
Slow,5711
Standard,5712
Slow,5713
Slow,5715
Standard,5716
Standard,5717
Slow,5723
Slow,5724
Standard,5725
Standard,5726
Standard,5727
Standard,5728
Standard,5729
Slow,5730
Standard,5731
Standard,5734
Standard,5735
Standard,5736
Slow,5741
Slow,5745
Priority,5749
Slow,5750
Slow,5752
Standard,5754
Priority,5755
Slow,5756
Standard,5757
Slow,5758
Slow,5760
Slow,5761
Slow,5762
Slow,5763
Standard,5765
Slow,5767
Standard,5772
Slow,5773
Slow,5774
Slow,5775
Standard,5776
Slow,5777
Slow,5778
Slow,5780
Standard,5781
Slow,5782
Slow,5783
Slow,5784
Slow,5785
Slow,5786
Slow,5787
Slow,5789
Slow,5790
Slow,5791
Slow,5792
Standard,5793
"Very slow",5794
"Very slow",5795
Slow,5796
Slow,5797
Slow,5798
Standard,5801
Standard,5802
Standard,5804
Standard,5805
Slow,5812
Standard,5813
Standard,5814
Standard,5815
Standard,5816
Standard,5818
Standard,5819
Standard,5820
Slow,5821
Standard,5822
Slow,5830
Standard,5831
"Very slow",5832
Standard,5833
Standard,5834
Standard,5835
Standard,5836
Standard,5841
Slow,5842
Standard,5843
Standard,5844
Slow,5845
Slow,5846
Slow,5847
Slow,5848
Slow,5849
Slow,5850
Slow,5851
Standard,5852
Slow,5853
"Very slow",5854
Slow,5855
Slow,5856
Slow,5857
Slow,5858
Slow,5859
Slow,5860
Slow,5861
Slow,5863
Slow,5864
Slow,5866
Slow,5867
Slow,5868
Slow,5869
Slow,5870
Slow,5871
Slow,5872
"Very slow",5873
Slow,5874
Slow,5875
"Very slow",5876
"Very slow",5877
"Very slow",5878
Slow,5879
Slow,5880
Slow,5881
Slow,5882
Slow,5883
Slow,5884
Slow,5885
Slow,5886
Slow,5887
"Very slow",5888
Slow,5889
Slow,5890
Slow,5892
"Very slow",5893
Slow,5894
Slow,6010
Standard,6013
Standard,6016
Standard,6018
Slow,6020
Standard,6023
Slow,6026
Slow,6028
Standard,6030
Standard,6033
Standard,6036
Standard,6038
Slow,6040
Slow,6045
Standard,6050
Standard,6053
Slow,6056
Standard,6060
Slow,6065
Slow,6070
Slow,6075
Slow,6080
Standard,6083
Standard,6086
Standard,6090
Slow,6093
Slow,6097
Standard,6110
Slow,6112
Slow,6114
Slow,6120
Standard,6122
Slow,6124
Standard,6126
Slow,6130
Slow,6132
Slow,6140
Slow,6142
Slow,6144
Slow,6145
Standard,6147
Slow,6149
Slow,6150
Slow,6152
Slow,6154
Slow,6160
Slow,6162
Standard,6170
Slow,6172
Slow,6180
Standard,6182
Slow,6184
Standard,6186
Slow,6190
Slow,6192
Slow,6194
Slow,6210
Standard,6213
Standard,6216
Slow,6220
"Very slow",6223
Slow,6226
Standard,6230
Slow,6233
Standard,6236
Slow,6240
Slow,6243
Standard,6246
Slow,6250
Standard,6253
Standard,6260
Slow,6263
Slow,6266
Slow,6268
Standard,6270
Slow,6273
Standard,6276
Slow,6278
Standard,6280
Standard,6283
Standard,6286
Slow,6288
Standard,6290
Slow,6293
Standard,6296
"Very slow",6298
Slow,6310
Standard,6311
Slow,6315
Standard,6317
Slow,6320
Slow,6321
Slow,6322
Slow,6325
Standard,6326
Standard,6327
Slow,6328
Slow,6329
Standard,6330
Slow,6331
Slow,6332
Slow,6333
Standard,6334
Standard,6335
Standard,6340
Slow,6341
Standard,6342
Standard,6343
Standard,6350
Standard,6351
Standard,6355
Slow,6360
Slow,6361
Standard,6362
Slow,6364
Slow,6365
Standard,6380
Slow,6381
Standard,6382
Standard,6385
Standard,6386
Priority,6387
Slow,6390
Slow,6394
Slow,6395
Slow,6396
Slow,6397
Standard,6401
Standard,6402
Standard,6404
Standard,6406
Slow,6407
Slow,6408
Slow,6409
Slow,6410
Slow,6411
Slow,6412
Slow,6413
Standard,6414
Standard,6415
Slow,6416
Standard,6417
Priority,6418
Priority,6419
Standard,6420
Standard,6421
Slow,6422
Priority,6423
Standard,6428
Priority,6429
Slow,6433
Slow,6434
Slow,6435
Slow,6436
Standard,6437
Slow,6440
Slow,6443
Slow,6445
Slow,6447
Slow,6448
Standard,6449
Standard,6453
Standard,6454
Slow,6455
Slow,6458
Standard,6460
"Very slow",6462
Slow,6463
Slow,6465
Slow,6470
Standard,6471
Slow,6472
Standard,6473
Slow,6474
Slow,6501
Slow,6502
Slow,6503
Slow,6504
Standard,6505
Standard,6506
Standard,6509
Standard,6513
Slow,6515
Standard,6516
Standard,6519
Slow,6523
Standard,6526
Standard,6528
Slow,6529
Slow,6530
Standard,6531
Slow,6532
Slow,6533
Slow,6535
Standard,6537
Standard,6539
Slow,6540
Standard,6541
Slow,6542
Standard,6543
Slow,6544
Standard,6550
Standard,6600
Slow,6602
Slow,6604
Standard,6606
Slow,6608
Slow,6612
Slow,6616
Slow,6618
Slow,6620
Standard,6622
Standard,6624
Slow,6626
Slow,6630
Standard,6631
Slow,6634
Standard,6636
Slow,6642
Slow,6653
Slow,6654
Slow,6655
Standard,6656
Slow,6657
Slow,6660
Slow,6663
Slow,6665
Standard,6670
Slow,6675
Standard,6680
Slow,6683
Slow,6693
Standard,6694
Slow,6695
Standard,6696
Standard,6700
Standard,6702
Slow,6703
Standard,6704
Standard,6705
Standard,6706
Slow,6707
Standard,6708
Slow,6709
Standard,6710
Slow,6711
Slow,6712
Standard,6713
Standard,6714
Standard,6715
Standard,6716
Standard,6717
Slow,6719
Slow,6720
Slow,6721
Slow,6722
Slow,6725
Slow,6726
Slow,6727
Standard,6728
Standard,6729
Slow,6730
Standard,6753
Slow,6754
Standard,6755
Standard,6756
Standard,6757
Slow,6760
Slow,6763
Slow,6764
Standard,6765
Standard,6766
Slow,6767
Standard,6768
"Very slow",6770
Slow,6773
Slow,6774
Standard,6775
Standard,6780
Standard,6783
Standard,6784
Slow,6785
Slow,6786
Standard,6787
Standard,6790
Standard,6793
Standard,6794
Slow,6795
Slow,6803
Slow,6804
Standard,6805
Slow,6806
Standard,6807
Slow,6810
Slow,6813
Slow,6814
Standard,6815
Slow,6816
Standard,6817
Slow,6820
"Very slow",6823
Slow,6824
Standard,6825
Slow,6826
Priority,6833
Slow,6835
Slow,6840
Slow,6843
Standard,6844
Slow,6845
Standard,6846
Slow,6850
Slow,6851
"Very slow",6852
Slow,6853
Slow,6855
Slow,6856
Slow,6857
Slow,6858
Standard,6859
Slow,6863
Slow,6864
Slow,6865
Slow,6866
"Very slow",6867
Slow,6868
Slow,6870
Standard,6871
Standard,6872
Slow,6874
Slow,6882
Slow,6885
Standard,6887
Standard,6888
Slow,6890
Slow,6900
Slow,6930
Slow,6950
Slow,7010
Slow,7011
Standard,7012
Slow,7013
Slow,7020
Slow,7021
Standard,7022
Standard,7023
Standard,7024
Standard,7025
Slow,7030
Slow,7031
Slow,7032
Slow,7033
Priority,7034
Standard,7040
Slow,7041
Slow,7042
Slow,7043
Standard,7044
Slow,7050
Standard,7051
Slow,7052
Standard,7053
Slow,7054
Slow,7055
Standard,7056
Slow,7060
Standard,7061
Slow,7062
Standard,7063
Standard,7064
Slow,7070
Slow,7071
Standard,7072
Slow,7073
Slow,7074
Standard,7075
Standard,7076
"Very slow",7077
Slow,7080
Slow,7081
Standard,7082
Standard,7083
Slow,7084
Standard,7085
Standard,7090
Slow,7091
Standard,7092
Standard,7093
Standard,7094
Slow,7095
Slow,7096
Standard,7097
Slow,7110
Standard,7111
Priority,7112
Standard,7113
Slow,7114
Standard,7115
Slow,7120
Slow,7121
Slow,7122
Standard,7123
Slow,7124
Standard,7130
Slow,7131
Standard,7132
Standard,7133
Standard,7134
Standard,7135
Slow,7140
Standard,7141
Slow,7142
Slow,7143
Slow,7144
Slow,7145
Standard,7150
Slow,7151
Slow,7152
Slow,7153
"Very slow",7154
Standard,7155
Slow,7159
Slow,7160
Slow,7161
Standard,7162
Slow,7170
Slow,7171
Slow,7172
Slow,7173
Slow,7174
Slow,7175
Slow,7176
Standard,7177
Slow,7178
Slow,7179
Slow,7180
Slow,7181
Slow,7182
Slow,7183
Slow,7184
Slow,7190
Slow,7191
Standard,7192
Slow,7193
Slow,7194
Standard,7195
Slow,7196
Slow,7197
Standard,7210
Standard,7215
Standard,7220
"Very slow",7221
Slow,7222
Standard,7223
Slow,7230
Standard,7231
Standard,7232
Standard,7240
Slow,7241
"Very slow",7242
Slow,7243
Standard,7244
Slow,7250
Standard,7251
Slow,7252
Slow,7260
Slow,7261
Slow,7263
Slow,7270
Slow,7272
Slow,7273
Standard,7400
Standard,7401
Slow,7402
Standard,7403
Standard,7404
Slow,7411
Standard,7412
Standard,7414
Slow,7417
Standard,7428
Priority,7430
Standard,7432
Slow,7434
Standard,7435
Standard,7436
Standard,7438
Slow,7500
Slow,7600
Slow,7700
Standard,7704
Slow,7713
Slow,7714
Slow,7715
Slow,7716
Standard,7717
Slow,7718
Standard,7724
Standard,7727
Slow,7729
Priority,7739
Priority,7740
Slow,7743
Standard,7744
Standard,7745
Standard,7747
Standard,7748
Standard,7749
Standard,7750
Slow,7752
Slow,7756
Standard,7776
Standard,7781
Standard,7784
Standard,7786
Standard,7787
Standard,7788
Standard,7789
Slow,7790
Slow,7791
Standard,7792
Slow,7793
Slow,7794
Slow,7801
Slow,7802
Slow,7803
Slow,7804
Standard,7807
Priority,7808
Standard,7809
Standard,7810
Slow,7812
Slow,7813
Slow,7830
Slow,7832
Standard,7835
Priority,7836
Standard,7840
Slow,7841
Standard,7844
Slow,7845
Slow,7847
Standard,7849
Slow,7850
Standard,7851
Standard,7852
Standard,7853
Standard,7854
Slow,7855
Standard,7856
Priority,7857
Slow,7858
Slow,7859
Slow,7860
Standard,7861
Standard,7862
Standard,7865
Standard,7866
Standard,7867
Slow,7901
Priority,7902
Slow,7903
Standard,7904
Priority,7905
Slow,7906
Priority,7907
Standard,7909
Standard,7910
Slow,7911
Slow,7912
Standard,7913
"Very slow",7914
Standard,7916
Standard,7920
"Very slow",7929
Slow,7936
Standard,7940
Slow,7941
Slow,7942
Slow,7944
"Very slow",7945
Slow,7950
Slow,7951
Slow,7952
Slow,7953
Slow,7955
Slow,7957
Slow,7980
Standard,7985
"Very slow",7990
Slow,7991
Standard,7995
Slow,7997
Slow,7998
Standard,8010
Slow,8011
Slow,8020
Slow,8021
"Very slow",8022
Slow,8030
Slow,8031
Slow,8032
Slow,8040
Slow,8041
Slow,8042
Slow,8050
Slow,8051
Slow,8060
Slow,8061
Slow,8062
Slow,8070
Standard,8071
Slow,8072
Slow,8080
Slow,8081
Slow,8090
"Very slow",8110
Slow,8111
Standard,8115
Slow,8120
Slow,8121
Slow,8122
Slow,8130
Slow,8131
"Very slow",8132
Slow,8140
Slow,8141
Slow,8142
Slow,8143
"Very slow",8150
Slow,8151
Priority,8152
Slow,8160
Slow,8161
Slow,8180
Slow,8190
Standard,8191
Slow,8210
Slow,8215
Slow,8220
"Very slow",8223
"Very slow",8225
Slow,8226
Slow,8230
Slow,8235
Slow,8240
Standard,8245
Slow,8246
Slow,8247
Slow,8250
Slow,8253
Slow,8255
Slow,8257
Slow,8260
Slow,8265
"Very slow",8270
Slow,8275
Slow,8280
Slow,8285
Standard,8290
Slow,8295
Slow,8310
"Very slow",8311
Slow,8320
Standard,8321
Slow,8330
Slow,8331
Slow,8340
Standard,8341
Slow,8342
Slow,8343
"Very slow",8344
Slow,8345
Slow,8370
Slow,8371
Standard,8372
"Very slow",8373
Slow,8375
Slow,8380
"Very slow",8381
Slow,8382
Standard,8383
"Very slow",8390
Slow,8391
Slow,8410
Slow,8411
Slow,8412
Slow,8420
Slow,8421
Slow,8430
"Very slow",8431
Slow,8440
Standard,8441
Slow,8450
Slow,8451
Slow,8452
"Very slow",8460
Slow,8461
Slow,8465
Slow,8470
Slow,8471
Slow,8472
Slow,8473
Slow,8474
Slow,8475
Slow,8485
Slow,8490
Standard,8500
Slow,8501
Slow,8502
Standard,8503
Standard,8504
Standard,8505
Standard,8506
Standard,8507
Priority,8508
Slow,8510
Slow,8525
Slow,8526
Slow,8527
Slow,8528
Slow,8529
Slow,8530
Standard,8531
Standard,8532
Slow,8533
Standard,8534
"Very slow",8535
Slow,8536
Slow,8537
Slow,8538
Slow,8539
Standard,8540
Slow,8542
Slow,8543
Slow,8544
Slow,8545
Standard,8550
Slow,8551
Standard,8552
Standard,8553
Standard,8554
Slow,8555
Slow,8556
Standard,8557
Standard,8558
Standard,8559
Slow,8560
Slow,8561
Standard,8562
Slow,8563
Slow,8564
Standard,8565
Slow,8566
Slow,8567
Slow,8568
Standard,8570
Slow,8571
Slow,8572
Slow,8573
Slow,8574
Slow,8575
Slow,8576
Slow,8577
Priority,8578
Standard,8579
Slow,8580
"Very slow",8581
Slow,8582
Slow,8583
Standard,8584
Slow,8587
Slow,8588
Slow,8589
Slow,8590
Standard,8591
Slow,8593
Slow,8594
Standard,8595
Standard,8596
Standard,8597
Slow,8599
Slow,8610
Slow,8613
Slow,8615
Standard,8616
"Very slow",8621
Standard,8625
Slow,8630
Standard,8633
Slow,8635
Slow,8640
Standard,8655
Slow,8656
Slow,8660
Slow,8663
Slow,8664
Slow,8665
Slow,8670
Slow,8671
Standard,8673
Standard,8674
Standard,8675
Slow,8676
Slow,8680
Slow,8683
Standard,8685
Standard,8686
Slow,8690
"Very slow",8693
Standard,8694
Slow,8695
Slow,8696
Slow,8710
Standard,8715
Standard,8717
Slow,8720
"Very slow",8725
Standard,8726
Slow,8730
Standard,8735
Standard,8737
Slow,8738
Standard,8740
Standard,8742
Slow,8743
Standard,8744
Slow,8745
Standard,8747
Standard,8750
Standard,8752
Slow,8753
Standard,8760
Standard,8761
Standard,8762
Slow,8763
Priority,8765
Standard,8766
Slow,8767
Slow,8770
Standard,8771
Slow,8772
Slow,8773
Standard,8774
Standard,8775
Standard,8780
Slow,8790
Slow,8793
Slow,8795
Standard,8810
Slow,8820
Slow,8830
Slow,8840
Standard,8850
"Very slow",8880
Slow,8900
Standard,8940
Slow,8970
Slow,8980
Standard,9010
Slow,9015
Standard,9020
Standard,9030
Standard,9040
Standard,9041
Standard,9050
Standard,9051
Slow,9060
Standard,9061
Slow,9070
Standard,9071
Standard,9080
Slow,9090
Standard,9110
Slow,9111
Slow,9112
Standard,9120
Slow,9121
Slow,9130
Standard,9131
"Very slow",9132
Slow,9133
"Very slow",9134
"Very slow",9139
Standard,9160
Slow,9170
Slow,9171
Slow,9172
Standard,9175
Slow,9176
Standard,9180
Slow,9181
Standard,9182
Slow,9185
Standard,9190
Slow,9195
Slow,9210
Standard,9220
Standard,9230
Slow,9240
Standard,9241
Slow,9250
Standard,9251
Slow,9260
Standard,9270
Standard,9271
Slow,9274
Standard,9280
Slow,9290
Standard,9291
Slow,9310
Slow,9311
Slow,9320
Slow,9321
Slow,9330
Standard,9331
Slow,9332
Slow,9333
Slow,9334
Standard,9335
Standard,9336
Standard,9340
Slow,9341
Slow,9350
Slow,9351
Slow,9360
Slow,9361
Slow,9370
Standard,9371
Priority,9372
Slow,9380
Standard,9381
Slow,9390
Slow,9391
Slow,9400
Standard,9401
Slow,9402
Standard,9403
Slow,9404
Slow,9405
Standard,9406
Priority,9407
Slow,9410
Slow,9411
Priority,9412
Standard,9415
Standard,9416
Slow,9420
Standard,9421
Standard,9422
"Very slow",9423
Standard,9424
Standard,9425
Priority,9426
Slow,9430
Standard,9431
Standard,9432
"Very slow",9434
Standard,9435
Priority,9440
Slow,9441
Slow,9443
Standard,9445
Slow,9450
Standard,9510
Slow,9520
Slow,9521
Slow,9530
Slow,9531
Standard,9540
Standard,9541
Standard,9550
Standard,9551
Slow,9560
Standard,9561
Slow,9570
"Very slow",9571
Standard,9572
Slow,9580
Slow,9581
Standard,9600
Standard,9601
Slow,9603
Standard,9606
Slow,9607
Slow,9613
Slow,9614
Standard,9615
Standard,9616
Slow,9617
Standard,9618
Slow,9619
Standard,9620
Standard,9621
Standard,9623
Slow,9624
Standard,9625
Slow,9626
Standard,9627
Priority,9628
Standard,9629
Standard,9631
Slow,9633
Standard,9634
Slow,9635
Slow,9636
Standard,9640
Standard,9641
Standard,9651
Standard,9655
Slow,9656
Slow,9657
Standard,9660
Slow,9661
Slow,9662
Slow,9663
Standard,9664
Priority,9666
Slow,9667
Slow,9668
Slow,9669
Slow,9670
"Very slow",9671
Priority,9672
Slow,9682
Standard,9683
Standard,9684
Slow,9685
Standard,9686
Standard,9687
Slow,9688
Standard,9689
Priority,9690
Standard,9691
Standard,9692
Standard,9693
Standard,9696
Slow,9710
Slow,9715
Slow,9720
Slow,9721
Slow,9725
Standard,9726
Standard,9732
Standard,9750
Slow,9751
Slow,9760
Slow,9761
"Very slow",9762
"Very slow",9765
Slow,9770
Slow,9771
"Very slow",9772
Slow,9780
Standard,9781
Slow,9782
"Very slow",9783
Slow,9784
Standard,9785
Slow,9790
Slow,9791
Standard,9792
Standard,9810
Slow,9811
Standard,9812
Standard,9820
Standard,9821
Priority,9822
Standard,9830
Slow,9831
Standard,9832
Standard,9837
Slow,9840
Standard,9841
Slow,9842
Standard,9843
Standard,9844
Standard,9845
Slow,9846
Standard,9847
Slow,9850
Slow,9852
Slow,9853
Slow,9854
Slow,9855
Slow,9856
"Very slow",9857
Standard,9860
Slow,9861
Slow,9862
Standard,9890
Standard,9891
Slow,9892
Standard,9894
Slow,9895
Slow,9896
Slow,9910
Slow,9911
Standard,9912
Slow,9913
Standard,9920
Standard,9921
Slow,9930
Slow,9931
Slow,9932
Standard,9940
Slow,9941
Priority,9942
Standard,9950
Slow,9951
Slow,9952
Slow,9960
Slow,9961
Slow,9962
"Very slow",9971
Slow,9972
Slow,9973
Standard,9974
Slow,9980
Standard,9981
Slow,9990
Slow,9991
Standard,9993
Slow,11010
Slow,11013
Slow,11015
Slow,11020
Slow,11025
Slow,11030
Slow,11035
Slow,11040
Slow,11045
Slow,11050
Slow,11055
Slow,11060
Slow,11065
Slow,11070
Slow,11075
Slow,11080
Slow,11081
Slow,11082
Slow,11085
Slow,11086
Slow,11088
Slow,11089
Slow,11090
Slow,11095
Slow,11250
Slow,11310
Slow,11320
"Very slow",11325
Slow,11330
Slow,11335
Slow,11340
"Very slow",11345
Slow,11346
"Very slow",11347
Slow,11348
Slow,11350
Slow,11355
Slow,11360
Slow,11365
Slow,11370
Slow,11380
"Very slow",11390
Standard,11410
Slow,11420
Standard,11421
Standard,11425
Slow,11430
Slow,11431
Slow,11432
Slow,11435
Slow,11436
Slow,11440
Standard,11441
Slow,11442
Standard,11443
Slow,11444
Slow,11446
"Very slow",11450
Slow,11451
Slow,11453
Slow,11454
Standard,11460
Standard,11461
Standard,11462
Standard,11463
Standard,11471
Slow,11472
Slow,11473
Slow,11495
"Very slow",11497
Slow,11500
Slow,11510
Standard,11515
Slow,11520
Slow,11523
Slow,11525
Slow,11530
Slow,11531
Slow,11533
Slow,11534
Standard,11535
"Very slow",11538
Slow,11542
"Very slow",11543
Standard,11600
"Very slow",11601
Slow,11602
Standard,11605
Slow,11606
Slow,11608
Standard,11609
Slow,11610
Slow,11611
Slow,11612
Standard,11617
Slow,11618
Slow,11621
Slow,11622
Slow,11623
Slow,11624
"Very slow",11628
Standard,11629
Slow,11630
Slow,11660
Slow,11661
Slow,11662
Slow,11664
Slow,11665
Standard,11666
Slow,11667
"Very slow",11668
"Very slow",11670
Slow,11671
Slow,11672
Slow,11673
Slow,11674
Standard,11675
Slow,11676
Slow,11677
Slow,11679
Slow,11680
Slow,11700
Slow,11701
Slow,11702
Slow,11703
